"Marché_National_Produit";"Catégorie_Produit";"Type_Produit";"Code_Référence";"Date_Dernière_Mise_A_Jour_Du_Dossier";"Nom_Marque_Produit";"Nom_Sous-type_Marque_Produit";"Filtre_Produit";"Unités_Conditionnement_Produit";"Type_Conditionnement_Produit";"Type_Numéro_Produit";"Numéro_Produit";"Date_Notification";"Date_Lancement_Produit";"Longueur_Produit";"Diamètre_Produit";"Poids_Produit";"Poids_Tabac_Produit";"Longueur_Filtre_Produit";"Ventilation_Filtre_Cigarette";"Baisse_Pression_Filtre_Cigarette_Fermé";"Baisse_Pression_Filtre_Cigarette_Ouvert";"Émission_Goudron";"Émission_Nicotine";"Émission_CO"
"FR";"Produit du tabac";"Cigarette";"LUCKY STRIKE BRIGHT [E5ABA3FC90773F1D]";17/8/2020 14:06:00;"Lucky Strike";"Bright";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"-";"100000217700";11/12/2018 10:40:44;11/12/2018 00:00:00;83.00;7.73;839.00;628.00;22.00;31.00;112.00;83.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"LUCKY STRIKE DOUBLE [10F3873A1E080EBF]";13/7/2020 17:17:00;"Lucky Strike";"Double";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"-";"100000267586";6/5/2019 08:54:58;24/10/2019 00:00:00;83.00;7.73;885.00;590.00;27.00;20.00;135.00;115.00;10.00;0.70;10.00
"FR";"Produit du tabac";"Cigarette";"LUCKY STRIKE DOUBLE [4C8B2E77982FAE4C]";13/7/2020 17:17:00;"Lucky Strike";"Double";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"-";"100000147492";6/5/2019 08:54:58;6/5/2019 00:00:00;83.00;7.73;885.00;590.00;27.00;20.00;135.00;115.00;10.00;0.70;10.00
"FR";"Produit du tabac";"Cigarette";"LUCKY STRIKE DOUBLE [56CD5458FC9C9074]";24/6/2020 13:38:00;"Lucky Strike";"Double";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"-";"100000271578";13/11/2019 15:27:49;13/11/2019 00:00:00;90.00;7.44;911.00;615.00;27.00;28.00;128.00;94.00;10.00;0.80;9.00
"FR";"Produit du tabac";"Cigarette";"LUCKY STRIKE DOUBLE [75CC7283F1E311C6]";13/7/2020 17:17:00;"Lucky Strike";"Double";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"-";"100000231788";6/5/2019 08:54:58;6/5/2019 00:00:00;83.00;7.73;885.00;590.00;27.00;20.00;135.00;115.00;10.00;0.70;10.00
"FR";"Produit du tabac";"Cigarette";"LUCKY STRIKE DOUBLE [76AFC082E167A8A7]";6/3/2020 14:52:00;"Lucky Strike";"Double";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"-";"100000217527";24/10/2019 14:28:12;24/10/2019 00:00:00;83.00;7.73;889.00;590.00;27.00;13.00;140.00;120.00;10.00;0.70;10.00
"FR";"Produit du tabac";"Cigarette";"LUCKY STRIKE DOUBLE [7ECC5EA6AA99EA41]";6/7/2020 13:08:00;"Lucky Strike";"Double";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"-";"100000147492";27/11/2017 14:36:23;19/3/2018 00:00:00;83.00;7.83;908.00;605.00;27.00;20.00;135.00;115.00;10.00;0.70;10.00
"FR";"Produit du tabac";"Cigarette";"LUCKY STRIKE DOUBLE [A35EBB6F05830138]";24/6/2020 13:38:00;"Lucky Strike";"Double";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"-";"100000271894";13/11/2019 15:27:49;1/1/2020 00:00:00;90.00;7.44;911.00;615.00;27.00;28.00;128.00;94.00;10.00;0.80;9.00
"FR";"Produit du tabac";"Cigarette";"LUCKY STRIKE DOUBLE [E6BC7DA10EE844DA]";13/7/2020 17:17:00;"Lucky Strike";"Double";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"-";"100000217526";6/5/2019 08:54:58;6/5/2019 00:00:00;83.00;7.73;885.00;590.00;27.00;20.00;135.00;115.00;10.00;0.70;10.00
"FR";"Produit du tabac";"Cigarette";"LUCKY STRIKE FRESH & LIGHT [391C2E8BD7067FF3]";11/8/2017 11:00:00;"Lucky Strike";"Fresh & Light";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"-";"100000097580";11/8/2017 11:00:32;12/11/2016 00:00:00;83.00;7.83;902.00;600.00;27.00;13.00;140.00;120.00;10.00;0.70;10.00
"FR";"Produit du tabac";"Cigarette";"LUCKY STRIKE FRESH & LIGHT [90C06C1301E1E31F]";11/8/2017 11:00:00;"Lucky Strike";"Fresh & Light";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"-";"100000097578";11/8/2017 11:00:32;12/11/2016 00:00:00;83.00;7.83;902.00;600.00;27.00;13.00;140.00;120.00;10.00;0.70;10.00
"FR";"Produit du tabac";"Cigarette";"LUCKY STRIKE GOLD [19C71025611ECFE1]";29/7/2020 17:52:00;"Lucky Strike";"Gold";"filtre";25.00;"Boîte à couvercle supérieur rabattable, bord droit";"-";"100000135385";4/10/2017 14:41:41;4/10/2017 00:00:00;83.00;7.83;929.00;631.00;27.00;32.00;141.00;100.00;7.00;0.60;9.00
"FR";"Produit du tabac";"Cigarette";"LUCKY STRIKE GOLD [20A02F8C87A60DA9]";27/5/2020 16:30:00;"Lucky Strike";"Gold";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"-";"100000284716";12/6/2019 13:09:11;27/5/2020 00:00:00;83.00;7.73;909.00;615.00;27.00;44.00;145.00;93.00;7.00;0.60;8.00
"FR";"Produit du tabac";"Cigarette";"LUCKY STRIKE GOLD [2F8D051FD29533AF]";14/5/2020 16:38:00;"Lucky Strike";"Gold";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"-";"100000231785";18/6/2019 09:23:37;18/6/2019 00:00:00;83.00;7.73;909.00;615.00;27.00;38.00;145.00;101.00;7.00;0.60;9.00
"FR";"Produit du tabac";"Cigarette";"LUCKY STRIKE GOLD [322B412D74287185]";27/5/2020 16:30:00;"Lucky Strike";"Gold";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"-";"100000244420";12/6/2019 13:09:11;12/6/2019 00:00:00;83.00;7.73;909.00;615.00;27.00;44.00;145.00;93.00;7.00;0.60;8.00
"FR";"Produit du tabac";"Cigarette";"LUCKY STRIKE GOLD [5620E2991D0516D7]";14/5/2020 16:38:00;"Lucky Strike";"Gold";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"-";"100000285457";18/6/2019 09:23:37;14/5/2020 00:00:00;83.00;7.73;909.00;615.00;27.00;38.00;145.00;101.00;7.00;0.60;9.00
"FR";"Produit du tabac";"Cigarette";"LUCKY STRIKE GOLD [719037B66FFE9A21]";14/5/2020 16:38:00;"Lucky Strike";"Gold";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"-";"100000221670";18/6/2019 09:23:37;18/6/2019 00:00:00;83.00;7.73;909.00;615.00;27.00;38.00;145.00;101.00;7.00;0.60;9.00
"FR";"Produit du tabac";"Cigarette";"LUCKY STRIKE GOLD [7B6CBD1E03D4768A]";29/7/2020 17:52:00;"Lucky Strike";"Gold";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"-";"100000184262";4/10/2017 14:41:41;16/4/2018 00:00:00;83.00;7.83;929.00;631.00;27.00;32.00;141.00;100.00;7.00;0.60;9.00
"FR";"Produit du tabac";"Cigarette";"LUCKY STRIKE GOLD [7F1B05A8B1603DD1]";27/5/2020 16:30:00;"Lucky Strike";"Gold";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"-";"100000284723";12/6/2019 13:09:11;27/5/2020 00:00:00;83.00;7.73;909.00;615.00;27.00;44.00;145.00;93.00;7.00;0.60;8.00
"FR";"Produit du tabac";"Cigarette";"LUCKY STRIKE GOLD [8D5207C67530A8C2]";27/5/2020 16:30:00;"Lucky Strike";"Gold";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"-";"100000244419";12/6/2019 13:09:11;12/6/2019 00:00:00;83.00;7.73;909.00;615.00;27.00;44.00;145.00;93.00;7.00;0.60;8.00
"FR";"Produit du tabac";"Cigarette";"LUCKY STRIKE GOLD [939C8F0E317222BC]";21/2/2020 10:24:00;"Lucky Strike";"Gold";"filtre";25.00;"Boîte à couvercle supérieur rabattable, bord droit";"-";"100000244421";10/5/2019 12:16:43;10/5/2019 00:00:00;83.00;7.73;894.00;602.00;27.00;39.00;131.00;85.00;7.00;0.60;8.00
"FR";"Produit du tabac";"Cigarette";"LUCKY STRIKE GOLD [CB482B353C4F8B89]";14/5/2020 16:38:00;"Lucky Strike";"Gold";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"-";"100000199450";18/6/2019 09:23:37;18/6/2019 00:00:00;83.00;7.73;909.00;615.00;27.00;38.00;145.00;101.00;7.00;0.60;9.00
"FR";"Produit du tabac";"Cigarette";"LUCKY STRIKE GOLD [CDF5B960E7B80173]";14/5/2020 16:38:00;"Lucky Strike";"Gold";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"-";"100000285464";18/6/2019 09:23:37;14/5/2020 00:00:00;83.00;7.73;909.00;615.00;27.00;38.00;145.00;101.00;7.00;0.60;9.00
"FR";"Produit du tabac";"Cigarette";"LUCKY STRIKE GOLD [E1FFE76E18FAB09A]";29/7/2020 17:52:00;"Lucky Strike";"Gold";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"-";"100000179940";4/10/2017 14:41:41;16/4/2018 00:00:00;83.00;7.83;929.00;631.00;27.00;32.00;141.00;100.00;7.00;0.60;9.00
"FR";"Produit du tabac";"Cigarette";"LUCKY STRIKE GOLD [E8F9BAA9D13CBE1D]";29/7/2020 17:52:00;"Lucky Strike";"Gold";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"-";"100000148670";4/10/2017 14:41:41;4/10/2017 00:00:00;83.00;7.83;929.00;631.00;27.00;32.00;141.00;100.00;7.00;0.60;9.00
"FR";"Produit du tabac";"Cigarette";"LUCKY STRIKE GOLD [EBA5D91075C82AF9]";27/3/2020 16:40:00;"Lucky Strike";"Gold";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"-";"100000173623";4/8/2017 09:45:53;27/3/2018 00:00:00;83.00;7.83;929.00;631.00;27.00;32.00;141.00;100.00;7.00;0.60;9.00
"FR";"Produit du tabac";"Cigarette";"LUCKY STRIKE ORIGINAL RED [1528684391422CBA]";24/9/2020 17:22:00;"Lucky Strike";"Original Red";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"-";"100000286567";27/3/2019 08:37:23;24/9/2020 00:00:00;83.00;7.73;887.00;669.00;22.00;39.00;122.00;85.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"LUCKY STRIKE ORIGINAL RED [29A0898013030BF7]";24/9/2020 17:22:00;"Lucky Strike";"Original Red";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"-";"100000173624";27/3/2019 08:37:23;27/3/2019 00:00:00;83.00;7.73;887.00;669.00;22.00;39.00;122.00;85.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"LUCKY STRIKE ORIGINAL RED [553F6934024AC8F1]";29/9/2020 18:05:00;"Lucky Strike";"Original Red";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"-";"100000292468";2/12/2019 15:38:44;29/9/2020 00:00:00;83.00;7.73;887.00;669.00;22.00;39.00;122.00;85.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"LUCKY STRIKE ORIGINAL RED [7FA93634D8C4F3D9]";24/9/2020 17:22:00;"Lucky Strike";"Original Red";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"-";"100000286567";27/3/2019 08:37:23;24/9/2020 00:00:00;83.00;7.73;887.00;669.00;22.00;39.00;122.00;85.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"LUCKY STRIKE ORIGINAL RED [88D0E950A3620E1E]";29/9/2020 18:05:00;"Lucky Strike";"Original Red";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"-";"100000265486";2/12/2019 15:38:44;2/12/2019 00:00:00;83.00;7.73;887.00;669.00;22.00;39.00;122.00;85.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"LUCKY STRIKE ORIGINAL RED [8E3E28AD2C596887]";30/7/2020 13:24:00;"Lucky Strike";"Original Red";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"-";"100000135302";15/12/2017 10:26:24;4/10/2017 00:00:00;83.00;7.83;868.00;650.00;22.00;29.00;116.00;92.00;10.00;0.90;10.00
"FR";"Produit du tabac";"Cigarette";"LUCKY STRIKE ORIGINAL RED [BC56CC8389C0DFC6]";11/8/2017 11:42:00;"Lucky Strike";"Original Red";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"-";"100000126362";11/8/2017 11:42:19;9/6/2017 00:00:00;83.00;7.83;953.00;735.00;22.00;42.00;123.00;84.00;10.00;0.80;9.00
"FR";"Produit du tabac";"Cigarette";"LUCKY STRIKE ORIGINAL RED [DA2F2F247A9222EC]";16/6/2020 07:15:00;"Lucky Strike";"Original Red";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"-";"100000135302";15/3/2018 16:24:16;4/10/2017 00:00:00;83.00;7.73;847.00;634.00;22.00;34.00;116.00;93.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"LUCKY STRIKE ORIGINAL TOBACCO RED [24FF2A0D6856D2CE]";27/3/2020 16:40:00;"Lucky Strike";"Original Tobacco Red";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"-";"100000173620";13/12/2017 12:08:48;27/3/2018 00:00:00;83.00;7.83;881.00;659.00;22.00;29.00;116.00;95.00;10.00;0.90;10.00
"FR";"Produit du tabac";"Cigarette";"LUCKY STRIKE ORIGINAL TOBACCO RED [455E3451333BBE8B]";16/6/2020 07:15:00;"Lucky Strike";"Original Tobacco Red";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"-";"100000217802";15/3/2018 16:24:16;16/5/2019 00:00:00;83.00;7.73;847.00;634.00;22.00;34.00;116.00;93.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"LUCKY STRIKE ORIGINAL TOBACCO RED [7E5D4E6F9FF4292C]";16/6/2020 07:15:00;"Lucky Strike";"Original Tobacco Red";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"-";"100000285451";15/3/2018 16:24:16;16/6/2020 00:00:00;83.00;7.73;847.00;634.00;22.00;34.00;116.00;93.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"LUCKY STRIKE ORIGINAL TOBACCO RED [7EB0423D635AD045]";16/6/2020 07:15:00;"Lucky Strike";"Original Tobacco Red";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"-";"100000284721";15/3/2018 16:24:16;16/6/2020 00:00:00;83.00;7.73;847.00;634.00;22.00;34.00;116.00;93.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"LUCKY STRIKE ORIGINAL TOBACCO RED [922DEE586CB0456D]";16/6/2020 07:15:00;"Lucky Strike";"Original Tobacco Red";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"-";"100000217801";15/3/2018 16:24:16;16/5/2019 00:00:00;83.00;7.73;847.00;634.00;22.00;34.00;116.00;93.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"LUCKY STRIKE ORIGINAL TOBACCO RED [A140E9CB5F51B60A]";16/6/2020 07:15:00;"Lucky Strike";"Original Tobacco Red";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"-";"100000231814";15/3/2018 16:24:16;16/5/2019 00:00:00;83.00;7.73;847.00;634.00;22.00;34.00;116.00;93.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"LUCKY STRIKE ORIGINAL TOBACCO RED [C05D37E7E81A1C65]";30/7/2020 13:24:00;"Lucky Strike";"Original Tobacco Red";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"-";"100000135380";15/12/2017 10:26:24;4/10/2017 00:00:00;83.00;7.83;868.00;650.00;22.00;29.00;116.00;92.00;10.00;0.90;10.00
"FR";"Produit du tabac";"Cigarette";"LUCKY STRIKE ORIGINAL TOBACCO RED [D6C133C8EFA06DBB]";16/6/2020 07:15:00;"Lucky Strike";"Original Tobacco Red";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"-";"100000135380";15/3/2018 16:24:16;4/10/2017 00:00:00;83.00;7.73;847.00;634.00;22.00;34.00;116.00;93.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"LUCKY STRIKE ORIGINAL TOBACCO RED [E116796A9BD4CC71]";27/3/2020 16:40:00;"Lucky Strike";"Original Tobacco Red";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"-";"100000173620";27/3/2018 09:46:50;27/3/2018 00:00:00;83.00;7.83;881.00;659.00;22.00;29.00;116.00;95.00;10.00;0.90;10.00
"FR";"Produit du tabac";"Cigarette";"LUCKY STRIKE ORIGINAL TOBACCO RED [FF5BE6008D20D400]";16/6/2020 07:15:00;"Lucky Strike";"Original Tobacco Red";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"-";"100000284564";15/3/2018 16:24:16;16/6/2020 00:00:00;83.00;7.73;847.00;634.00;22.00;34.00;116.00;93.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"LUCKY STRIKE RED [09EF5179D10F45D6]";7/7/2020 12:04:00;"Lucky Strike";"Red";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"-";"100000179187";4/10/2017 14:37:34;16/4/2018 00:00:00;83.00;7.83;906.00;680.00;22.00;33.00;120.00;92.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"LUCKY STRIKE RED [0B2B2A61B9695054]";15/6/2020 14:08:00;"Lucky Strike";"Red";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"-";"100000231784";3/6/2019 14:34:35;20/2/2020 00:00:00;83.00;7.73;884.00;669.00;22.00;45.00;108.00;72.00;10.00;0.80;9.00
"FR";"Produit du tabac";"Cigarette";"LUCKY STRIKE RED [14503C256AC246D8]";20/5/2020 08:07:00;"Lucky Strike";"Red";"filtre";25.00;"Boîte à couvercle supérieur rabattable, bord droit";"-";"100000284558";5/6/2019 15:48:37;20/5/2020 00:00:00;83.00;7.73;888.00;670.00;22.00;41.00;120.00;75.00;10.00;0.90;9.00
"FR";"Produit du tabac";"Cigarette";"LUCKY STRIKE RED [1D189EC4D8848116]";20/5/2020 08:07:00;"Lucky Strike";"Red";"filtre";40.00;"Boîte à couvercle supérieur rabattable, bord droit";"-";"100000244414";5/6/2019 15:48:37;5/6/2019 00:00:00;83.00;7.73;888.00;670.00;22.00;41.00;120.00;75.00;10.00;0.90;9.00
"FR";"Produit du tabac";"Cigarette";"LUCKY STRIKE RED [2374595BE977A323]";15/6/2020 14:08:00;"Lucky Strike";"Red";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"-";"100000284556";3/6/2019 14:34:35;19/2/2020 00:00:00;83.00;7.73;884.00;669.00;22.00;45.00;108.00;72.00;10.00;0.80;9.00
"FR";"Produit du tabac";"Cigarette";"LUCKY STRIKE RED [2B1BF1272E445CE2]";10/7/2020 10:58:00;"Lucky Strike";"Red";"filtre";30.00;"Boîte à couvercle supérieur rabattable, bord droit";"-";"100000212708";13/5/2019 13:17:34;13/5/2019 00:00:00;83.00;7.73;881.00;663.00;22.00;34.00;120.00;86.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"LUCKY STRIKE RED [50EF4D00278F5042]";12/12/2017 09:42:00;"Lucky Strike";"Red";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"-";"100000164878";4/10/2017 14:37:22;12/12/2017 00:00:00;83.00;7.83;916.00;700.00;22.00;31.00;125.00;93.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"LUCKY STRIKE RED [5DE87F251BA54D9E]";12/12/2017 09:42:00;"Lucky Strike";"Red";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"-";"100000165455";4/10/2017 14:37:22;12/12/2017 00:00:00;83.00;7.83;916.00;700.00;22.00;31.00;125.00;93.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"LUCKY STRIKE RED [67C70F4D2B8902BF]";20/5/2020 08:07:00;"Lucky Strike";"Red";"filtre";30.00;"Boîte à couvercle supérieur rabattable, bord droit";"-";"100000244413";5/6/2019 15:48:37;5/6/2019 00:00:00;83.00;7.73;888.00;670.00;22.00;41.00;120.00;75.00;10.00;0.90;9.00
"FR";"Produit du tabac";"Cigarette";"LUCKY STRIKE RED [6C7EDDF46499CA16]";20/5/2020 08:07:00;"Lucky Strike";"Red";"filtre";30.00;"Boîte à couvercle supérieur rabattable, bord droit";"-";"100000284559";5/6/2019 15:48:37;20/5/2020 00:00:00;83.00;7.73;888.00;670.00;22.00;41.00;120.00;75.00;10.00;0.90;9.00
"FR";"Produit du tabac";"Cigarette";"LUCKY STRIKE RED [818DC8A28F86375B]";15/6/2020 14:08:00;"Lucky Strike";"Red";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"-";"100000244411";3/6/2019 14:34:35;3/6/2019 00:00:00;83.00;7.73;884.00;669.00;22.00;45.00;108.00;72.00;10.00;0.80;9.00
"FR";"Produit du tabac";"Cigarette";"LUCKY STRIKE RED [82E0A4E7ACD5DAD0]";10/7/2020 10:58:00;"Lucky Strike";"Red";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"-";"100000221532";13/5/2019 13:17:34;13/5/2019 00:00:00;83.00;7.73;881.00;663.00;22.00;34.00;120.00;86.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"LUCKY STRIKE RED [8A07C5B3B01783CE]";20/5/2020 08:07:00;"Lucky Strike";"Red";"filtre";25.00;"Boîte à couvercle supérieur rabattable, bord droit";"-";"100000244412";5/6/2019 15:48:37;5/6/2019 00:00:00;83.00;7.73;888.00;670.00;22.00;41.00;120.00;75.00;10.00;0.90;9.00
"FR";"Produit du tabac";"Cigarette";"LUCKY STRIKE RED [956F2F33AF9F2B3B]";14/5/2020 16:16:00;"Lucky Strike";"Red";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"-";"100000284557";13/5/2019 09:04:19;14/5/2020 00:00:00;99.00;7.73;1044.00;791.00;27.00;42.00;128.00;84.00;10.00;0.90;9.00
"FR";"Produit du tabac";"Cigarette";"LUCKY STRIKE RED [9BAC4257F65FD387]";10/7/2020 10:58:00;"Lucky Strike";"Red";"filtre";25.00;"Boîte à couvercle supérieur rabattable, bord droit";"-";"100000153735";13/5/2019 13:17:34;13/5/2019 00:00:00;83.00;7.73;881.00;663.00;22.00;34.00;120.00;86.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"LUCKY STRIKE RED [9EA2733BD9B761F3]";12/12/2017 09:42:00;"Lucky Strike";"Red";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"-";"100000165458";4/10/2017 14:37:22;12/12/2017 00:00:00;83.00;7.83;916.00;700.00;22.00;31.00;125.00;93.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"LUCKY STRIKE RED [9F0711880EF4F57F]";9/7/2020 09:12:00;"Lucky Strike";"Red";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"-";"100000153254";19/9/2018 09:35:09;19/9/2018 00:00:00;83.00;7.73;899.00;683.00;22.00;38.00;130.00;91.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"LUCKY STRIKE RED [A486917B973B0ED6]";11/8/2017 11:42:00;"Lucky Strike";"Red";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"-";"100000143387";11/8/2017 11:42:19;9/6/2017 00:00:00;83.00;7.83;953.00;735.00;22.00;42.00;123.00;84.00;10.00;0.80;9.00
"FR";"Produit du tabac";"Cigarette";"LUCKY STRIKE RED [B059DFD63F37A2A2]";20/5/2020 08:07:00;"Lucky Strike";"Red";"filtre";40.00;"Boîte à couvercle supérieur rabattable, bord droit";"-";"100000284560";5/6/2019 15:48:37;20/5/2020 00:00:00;83.00;7.73;888.00;670.00;22.00;41.00;120.00;75.00;10.00;0.90;9.00
"FR";"Produit du tabac";"Cigarette";"LUCKY STRIKE RED [B188E10DC3A6672E]";15/6/2020 14:08:00;"Lucky Strike";"Red";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"-";"100000285344";3/6/2019 14:34:35;10/6/2020 00:00:00;83.00;7.73;884.00;669.00;22.00;45.00;108.00;72.00;10.00;0.80;9.00
"FR";"Produit du tabac";"Cigarette";"LUCKY STRIKE RED [B32AB62E87B11D04]";10/7/2020 10:58:00;"Lucky Strike";"Red";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"-";"100000212705";13/5/2019 13:17:34;13/5/2019 00:00:00;83.00;7.73;881.00;663.00;22.00;34.00;120.00;86.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"LUCKY STRIKE RED [BD52E66926DB3A6B]";9/7/2020 09:12:00;"Lucky Strike";"Red";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"-";"100000212706";19/9/2018 09:35:09;8/1/2019 00:00:00;83.00;7.73;899.00;683.00;22.00;38.00;130.00;91.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"LUCKY STRIKE RED [C838A076034A2045]";15/6/2020 14:08:00;"Lucky Strike";"Red";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"-";"100000284719";3/6/2019 14:34:35;19/2/2020 00:00:00;83.00;7.73;884.00;669.00;22.00;45.00;108.00;72.00;10.00;0.80;9.00
"FR";"Produit du tabac";"Cigarette";"LUCKY STRIKE RED [D5C4A851D928E244]";15/6/2020 14:08:00;"Lucky Strike";"Red";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"-";"100000244410";3/6/2019 14:34:35;3/6/2019 00:00:00;83.00;7.73;884.00;669.00;22.00;45.00;108.00;72.00;10.00;0.80;9.00
"FR";"Produit du tabac";"Cigarette";"LUCKY STRIKE RED [D5E3E38A57D9124F]";20/5/2020 08:07:00;"Lucky Strike";"Red";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"-";"100000244154";5/6/2019 15:48:37;5/6/2019 00:00:00;83.00;7.73;888.00;670.00;22.00;41.00;120.00;75.00;10.00;0.90;9.00
"FR";"Produit du tabac";"Cigarette";"LUCKY STRIKE RED [F2E6B063F7C5EDE5]";26/2/2020 11:38:00;"Lucky Strike";"Red";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"-";"100000202372";29/5/2019 13:51:15;29/5/2019 00:00:00;83.00;7.83;898.00;680.00;22.00;23.00;118.00;95.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"LUCKY STRIKE RED [F564E0AC97225CEE]";10/7/2020 10:58:00;"Lucky Strike";"Red";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"-";"100000179187";13/5/2019 13:17:34;13/5/2019 00:00:00;83.00;7.73;881.00;663.00;22.00;34.00;120.00;86.00;10.00;0.80;10.00
