Marché_National_Produit,Catégorie_Produit,Type_Produit,Code_Référence,Date_Dernière_Mise_A_Jour_Du_Dossier,Nom_Marque_Produit,Nom_Sous-type_Marque_Produit,Filtre_Produit,Unités_Conditionnement_Produit,Poids_NET_Conditionnement_Produit,Type_Conditionnement_Produit,Type_Numéro_Produit,Numéro_Produit,Date_Notification,Date_Lancement_Produit,Longueur_Produit,Diamètre_Produit,Poids_Produit,Poids_Tabac_Produit,Longueur_Filtre_Produit,Teneur_Totale_Nicotine_Tabac_Rouler_Pipe,Teneur_Nicotine_Base_Tabac_Rouler_Pipe,Teneur_Nicotine_Sans_Combusion,Teneur_Nicotine_Base_Sans_Combusion,pH_Sans_Combusion,Humidité_Sans_Combustion
FR,Produit du tabac,Cigare,EIROA THE FIRTS 20 YEARS  [299758E7109E73F0],20/7/2020 00:15:00,Eiroa The Firts 20 Years,NA,sans filtre,2000,NA,Boîte à couvercle basculant,EAN,7423834501469,5/9/2017 21:17:20,12/9/2017 00:00:00,177.8,27.78,2270000,2675.00,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigare,EL CREDITO SERIE R ESTELI NO64 [69C6866E58ACA47C],14/1/2020 11:00:00,El Credito,Serie R Esteli No64,sans filtre,1800,NA,Boîte à couvercle basculant,SKU,32402943,16/11/2016 19:02:50,1/8/2019 00:00:00,159,25,2640000,26380.54,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigare,EL CREDITO SERIE R NO.6 [A5C28F2CFC0D1B18],8/1/2020 14:44:00,El Credito,Serie R No.6,sans filtre,2400,NA,Boîte à couvercle basculant,SKU,32403731,28/11/2016 13:23:22,1/8/2019 00:00:00,152,21,2060000,20584.50,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigare,EL CREDITO SERIE R NO5 24 [B308255D6A56050E],8/1/2020 14:44:00,El Credito,Serie R No5 24,sans filtre,2400,NA,Boîte à couvercle basculant,SKU,32403449,16/11/2016 18:58:33,1/8/2019 00:00:00,140,21,1633000,16318.44,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigare,EL CREDITO SERIE R NO5 24 WB [D9174FEC64AA9E25],8/1/2020 14:44:00,El Credito,Serie R No5 24 WB,sans filtre,2400,NA,Boîte à couvercle basculant,SKU,32403448,16/11/2016 18:58:33,1/8/2019 00:00:00,140,21,1633000,16318.44,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigare,EL CREDITO SERIE R NO6 24 [6FA672A4C0B153B7],14/1/2020 11:00:00,El Credito,Serie R No6 24,sans filtre,2400,NA,Boîte à couvercle basculant,SKU,32403732,10/7/2019 15:49:58,1/8/2019 00:00:00,149,24,2177000,21754.59,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigare,EL CRIOLLITO DOUBLE MAGNUM [CCEAC7882F4B4BB6],27/9/2019 17:06:00,El Criollito,Double Magnum,sans filtre,2400,NA,Boîte pliante à couvercle basculant,-,EL-DM-24,14/1/2018 04:02:29,6/4/2015 00:00:00,152.4,23.81,2200000,21997.80,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigare,EL CRIOLLITO HALF CORONA [EE7ADC22AF8B34E2],27/9/2019 17:06:00,El Criollito,Half Corona,sans filtre,2400,NA,Boîte pliante à couvercle basculant,-,EL-PC-24,14/1/2018 04:02:29,6/4/2015 00:00:00,88.9,19.84,1000000,9999.00,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigare,EL CRIOLLITO ROBUSTO [B696CC8420FB882E],27/9/2019 17:06:00,El Criollito,Robusto,sans filtre,2400,NA,Boîte pliante à couvercle basculant,-,EL-R-24,14/1/2018 04:02:29,6/4/2015 00:00:00,127,21.43,1600000,15998.40,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigare,EL CRIOLLITO SETENTA [32D3C971B0A897E2],27/9/2019 15:44:00,El Criollito,Setenta,sans filtre,2400,NA,Boîte pliante à couvercle basculant,-,EL-S-24,14/1/2018 04:02:29,6/4/2015 00:00:00,177.8,27.78,2600000,25997.40,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigare,EL REY DEL MUNDO ELEGANTES [C14ABEFB1FC9B631],18/4/2017 17:27:00,EL REY DEL MUNDO,ELEGANTES,sans filtre,2500,NA,Boîte à couvercle basculant,SKU,10.8063.25.0191,4/1/2017 15:14:39,1/1/2015 00:00:00,175,11.11,501000,5009.50,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigare,EL REY DEL MUNDO IMPERIO - 2017 [E8E7BAAB6E633F7F],20/4/2017 11:49:00,EL REY DEL MUNDO,IMPERIO - 2017,sans filtre,5000,NA,Boîte pliante à couvercle basculant,SKU,12.9106.25.1080,20/4/2017 11:49:11,1/9/2017 00:00:00,180,21.43,1708000,17078.30,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigare,ENCLAVE FIGURADO [46395F75A83BDAA7],1/9/2020 16:02:00,Enclave,Figurado,sans filtre,2000,NA,Boîte à couvercle basculant,-,ENCL-FIG-B20,22/11/2019 11:43:24,1/12/2016 00:00:00,165,20.64,1700000,16745.00,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigare,ENCLAVE ROBUSTO [602FBBD3D68D2160],1/9/2020 16:02:00,Enclave,Robusto,sans filtre,2000,NA,Boîte à couvercle basculant,-,ENCL-ROB-B20,22/11/2019 11:43:24,1/12/2016 00:00:00,127,20.64,1311000,12913.00,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigare,ENCLAVE TORO [F6871DB85FC7112C],5/7/2020 07:25:00,Enclave,Toro,sans filtre,2000,NA,Boîte à couvercle basculant,-,ENCL-TORO-B20,22/11/2019 11:43:24,1/9/2017 00:00:00,152.4,20.64,1596000,15721.00,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigare,ESTELI CLUB  [1C78078346D27E61],24/9/2020 00:29:00,ESTELI CLUB,NA,sans filtre,800,NA,Fagot,-,ESTELI CLUB 6,24/10/2018 23:48:39,1/1/2019 00:00:00,102,26,1800000,18000.00,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigare,ESTELI CLUB  [6C37F82AE597735F],24/9/2020 00:29:00,ESTELI CLUB,NA,sans filtre,800,NA,Fagot,-,ESTELI CLUB 3,24/10/2018 23:48:39,3/10/2011 00:00:00,140,24,2200000,22000.00,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigare,ESTELI CLUB  [C9D08B9B9328E17F],24/9/2020 00:29:00,ESTELI CLUB,NA,sans filtre,800,NA,Fagot,-,ESTELI CLUB 5,24/10/2018 23:48:39,3/10/2011 00:00:00,127,21,1600000,16000.00,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigare,ESTELI CLUB  [F35B9F04F8EE149E],15/7/2020 01:43:00,ESTELI CLUB,NA,sans filtre,800,NA,Fagot,-,ESTELI CLUB 1,24/10/2018 23:48:39,3/10/2011 00:00:00,152,21,1600000,16000.00,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigare,FAUSTO FT 153  [499EF455CDEC7D87],17/9/2020 16:06:00,Fausto FT 153,NA,sans filtre,2500,NA,Boîte à glissière,SKU,FT153,21/8/2018 20:17:57,15/7/2011 00:00:00,6,50,1700000,16985.00,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigare,FINAL 8  [090E98233E03F374],24/9/2020 00:29:00,FINAL 8,NA,sans filtre,2000,NA,"Boîte à couvercle supérieur rabattable, bord droit",-,FINAL 8 78,24/10/2018 23:48:39,1/6/2016 00:00:00,140,24,2100000,21000.00,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigare,FINAL 8  [1D1660D4C38170FA],28/7/2020 00:20:00,FINAL 8,NA,sans filtre,2000,NA,"Boîte à couvercle supérieur rabattable, bord droit",-,FINAL 8 58,24/10/2018 23:48:39,1/6/2016 00:00:00,115,21,1300000,13000.00,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigare,FINAL 8  [B74268DDF1F6BC47],30/3/2017 17:38:00,FINAL 8,NA,sans filtre,2000,NA,"Boîte à couvercle supérieur rabattable, bord droit",-,FINAL 8 78,18/11/2016 16:54:24,1/6/2016 00:00:00,140,24,2100000,21000.00,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigare,FINAL 8  [C0394E3AB77FB140],15/7/2020 01:43:00,FINAL 8,NA,sans filtre,2000,NA,"Boîte à couvercle supérieur rabattable, bord droit",-,FINAL 8 68,24/10/2018 23:48:39,1/6/2016 00:00:00,123,24,1800000,18000.00,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigare,FINAL 8  [DBD173C639B347D8],4/4/2017 16:38:00,FINAL 8,NA,sans filtre,2000,NA,"Boîte à couvercle supérieur rabattable, bord droit",-,FINAL 8 58,18/11/2016 16:54:25,1/6/2016 00:00:00,115,21,1300000,13000.00,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigare,FINAL 8  [F2D7B914DF39FDFA],30/3/2017 17:38:00,FINAL 8,NA,sans filtre,2000,NA,"Boîte à couvercle supérieur rabattable, bord droit",-,FINAL 8 68,18/11/2016 16:54:25,1/6/2016 00:00:00,123,24,1800000,18000.00,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigare,FLOR DE CANO SELECTOS [B4E52CCABECCA3E9],18/4/2017 17:30:00,FLOR DE CANO,SELECTOS,sans filtre,2500,NA,Boîte à couvercle basculant,SKU,10.6022.30.0190,4/1/2017 15:14:39,1/1/2015 00:00:00,150,16.27,897000,8969.10,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigare,FLOR DE COPAN CORONA [717E1C4DDE75611F],28/8/2020 13:51:00,Flor de Copan Corona,Flor de Copan Corona,sans filtre,1000,0,Boîte à couvercle basculant,SKU,8962,20/12/2016 08:54:12,20/5/2016 00:00:00,140,15.9,1152000,11513.00,0,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigare,FLOR DE COPAN LINEA PUROS CORONA [DF637E143885EB93],22/9/2020 19:25:00,Flor de Copan Linea Puros Corona,Flor de Copan Linea Puros Corona,sans filtre,2000,0,Boîte à couvercle basculant,SKU,4855,28/6/2017 15:55:24,20/5/2016 00:00:00,152,17.5,1196000,11951.00,0,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigare,FLOR DE COPAN MONARCAS [D058BAE90ED1D96F],23/9/2020 15:29:00,Flor de Copan Monarcas,Flor de Copan Monarcas,sans filtre,1400,0,Boîte à couvercle basculant,SKU,38056,22/11/2016 08:07:53,20/5/2016 00:00:00,165,19.8,1700000,18491.00,0,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigare,FLOR DE COPAN MONARCAS TUBE [EDD9183317F37BCD],23/9/2020 15:29:00,Flor de Copan Monarcas Tube,Flor de Copan Monarcas Tube,sans filtre,1400,0,Boîte à couvercle basculant,SKU,4864,22/11/2016 08:07:53,20/5/2016 00:00:00,165,19.8,1700000,18491.00,0,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigare,FLOR DE COPAN ROTHCHILD [146996302023835C],28/8/2020 14:50:00,Flor de Copan Rothchild,Flor de Copan Rothchild,sans filtre,1000,0,Boîte à couvercle basculant,SKU,8963,22/11/2016 08:07:49,20/5/2016 00:00:00,127,19.8,1300000,18491.00,0,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigare,FLOR DE COPAN ROTHCHILD [47B92FF66E0B23E0],28/8/2020 14:50:00,Flor de Copan Rothchild,Flor de Copan Rothchild,sans filtre,2000,0,Boîte à couvercle basculant,SKU,4867,22/11/2016 08:07:49,20/5/2016 00:00:00,127,19.8,1300000,18491.00,0,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigare,FLOR DE COPAN SHORT ROBUSTO [797751871E530FC6],28/8/2020 14:33:00,Flor de Copan Short Robusto,Flor de Copan Short Robusto,sans filtre,2100,0,Boîte à couvercle basculant,SKU,4872,16/12/2016 11:57:17,20/5/2016 00:00:00,102,19.8,1210000,12091.00,0,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigare,FLOR DE COPAN SHORT ROBUSTO [F197179FC0101BC4],28/8/2020 14:33:00,Flor de Copan Short Robusto,Flor de Copan Short Robusto,sans filtre,2000,0,Boîte à couvercle basculant,SKU,33542,16/12/2016 11:57:17,20/5/2016 00:00:00,102,19.8,1210000,12091.00,0,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigare,FLOR DE COPAN TITAN [4BC760F4AF4F4D31],28/8/2020 14:35:00,Flor de Copan Titan,Flor de Copan Titan,sans filtre,2000,0,Boîte à couvercle basculant,EAN,3663849500734,16/12/2016 11:57:19,20/5/2016 00:00:00,152,23.8,2362000,23611.00,0,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigare,FLOR DE LAS ANTILLAS ROBUSTO  [83B7CF7349DD9E19],17/9/2020 16:06:00,Flor de las Antillas Robusto,NA,sans filtre,2000,NA,Boîte à couvercle basculant,UPC,817673010706,20/4/2017 22:35:46,16/7/2012 00:00:00,5,50,1200000,11985.00,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigare,FLOR DE LAS ANTILLAS TORO  [40F493E31B1174F8],17/9/2020 16:06:00,Flor de las Antillas toro,NA,sans filtre,2000,NA,Boîte à couvercle basculant,UPC,817673010744,20/4/2017 22:35:46,16/7/2012 00:00:00,6,52,1700000,16985.00,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigare,FLOR DE LAS ANTILLAS TORO GORDO  [AD47A1AAFBC0997D],17/9/2020 16:06:00,Flor de las Antillas toro gordo,NA,sans filtre,2000,NA,Boîte à couvercle basculant,UPC,817673010768,20/4/2017 22:35:46,16/7/2012 00:00:00,6.5,56,1900000,18985.00,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigare,FLOR DE SELVA BOTTE B20 R1 -4-3/4X50 [324B969C05FD3845],22/12/2016 11:42:00,FLOR DE SELVA,FLOR DE SELVA BOTTE B20 R1 -4-3/4X50,sans filtre,1000,421,Boîte à couvercle basculant,EAN,3760098828340,22/12/2016 11:41:42,5/9/2016 00:00:00,120,19.84,1329000,13290.00,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigare,FLOR DE SELVA BOTTE R1-4-3/4X50 [B75EE40978A15FB5],22/12/2016 11:42:00,FLOR DE SELVA,FLOR DE SELVA BOTTE R1-4-3/4X50,sans filtre,2500,41503,Boîte à couvercle basculant,EAN,3760098821549,22/12/2016 11:41:42,1/9/1995 00:00:00,120,19.84,1329000,13290.00,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigare,FLOR DE SELVA BOTTE RM1 - 4-3/4X50 [A780004C2EC452A9],22/12/2016 11:41:00,FLOR DE SELVA,FLOR DE SELVA BOTTE RM1 - 4-3/4X50,sans filtre,2000,33325,Boîte à couvercle basculant,EAN,3760098824441,22/12/2016 11:41:42,1/9/2010 00:00:00,120,19.84,1329000,13290.00,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigare,FLOR DE SELVA PETIT-CORONA N°20 5-1/2X42 [98C470BC53911234],7/9/2020 11:43:00,FLOR DE SELVA,FLOR DE SELVA PETIT-CORONA N°20 5-1/2X42,sans filtre,1000,NA,Boîte à glissière,EAN,3760098828272,22/12/2016 11:41:42,1/6/2016 00:00:00,140,16.67,1085000,10650.00,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigare,FLOR DE SELVA PETIT-CORONA N20 5-1/2X42 [8090A11483928074],7/9/2020 11:43:00,FLOR DE SELVA,FLOR DE SELVA PETIT-CORONA N20 5-1/2X42,sans filtre,100,1085,Paquet souple,EAN,3760098828289,22/12/2016 11:41:42,1/6/2016 00:00:00,140,16.67,1085000,10650.00,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigare,FLOR DE SELVA ROBUSTO MADURO 4-3/4X50 [2509FB045782CD84],2/9/2020 13:36:00,FLOR DE SELVA,FLOR DE SELVA ROBUSTO MADURO 4-3/4X50,sans filtre,2000,33225,Boîte à glissière,EAN,3760098827176,22/12/2016 11:41:42,1/3/2009 00:00:00,120,19.84,1329000,13090.80,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigare,FLOR DE SELVA ROBUSTO MADURO 4-3/4X50 [CD25140696AC5255],2/9/2020 13:36:00,FLOR DE SELVA,FLOR DE SELVA ROBUSTO MADURO 4-3/4X50,sans filtre,100,1329,Sachet tubulaire,EAN,3760098826360,22/12/2016 11:41:42,1/3/2009 00:00:00,120,19.84,1329000,13090.80,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigare,FONCESA FONSECA N°1 [AD3C71A651BBDC64],18/4/2017 17:26:00,FONCESA,FONSECA N°1,sans filtre,2500,NA,Boîte à couvercle basculant,SKU,10.8010.09.0220,4/1/2017 15:14:39,1/1/2015 00:00:00,162,17.07,1127000,11268.90,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigare,FONSECA COSACOS [3891811735891323],18/4/2017 17:27:00,FONSECA,COSACOS,sans filtre,500,NA,Boîte avec couvercle coulissant,SKU,10.7020.09.0840,4/1/2017 15:14:39,1/1/2015 00:00:00,135,16.67,884000,8839.10,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigare,FONSECA COSACOS [4CB3D5ADB4148873],18/4/2017 17:27:00,FONSECA,COSACOS,sans filtre,2500,NA,Boîte à couvercle basculant,SKU,10.7020.09.0220,4/1/2017 15:14:39,1/1/2015 00:00:00,135,16.67,884000,8839.10,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigare,FONSECA COSACOS [DD504F0DCBA779AD],18/4/2017 17:27:00,FONSECA,COSACOS,sans filtre,300,NA,Boîte avec couvercle coulissant,SKU,10.7020.09.0830,4/1/2017 15:14:39,1/1/2015 00:00:00,135,16.67,884000,8839.10,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigare,FONSECA COSACOS [F3F4C0C8B40FBBD8],18/4/2017 17:27:00,FONSECA,COSACOS,sans filtre,300,NA,Boîte avec couvercle coulissant,SKU,10.7020.09.0950,4/1/2017 15:14:39,1/1/2015 00:00:00,135,16.67,884000,8839.10,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigare,FONSECA DELICIAS [F9F29E060C87C6AB],18/4/2017 17:29:00,FONSECA,DELICIAS,sans filtre,2500,NA,Boîte à couvercle basculant,SKU,10.6083.09.0220,4/1/2017 15:14:39,1/1/2015 00:00:00,123,15.88,690000,6899.30,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigare,FUENTE FUENTE OPUS X BELICOSO XXX [5A7657346FFD6AA6],26/2/2020 16:56:00,Fuente Fuente Opus X,Belicoso XXX,sans filtre,4200,NA,Boîte à couvercle basculant,SKU,AFOP011,18/11/2016 18:41:29,31/1/2000 00:00:00,117,19,1247300,12455.24,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigare,FUENTE FUENTE OPUS X FUENTE FUENTE [534164323F0CF8D1],26/2/2020 16:56:00,FUENTE FUENTE OPUS X,FUENTE FUENTE,sans filtre,3200,NA,Boîte à couvercle basculant,SKU,AFOP002,20/3/2017 10:28:45,31/1/2000 00:00:00,143,18,1389300,13875.24,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigare,FUENTE FUENTE OPUS X PERFECXION #5 [9937BC5FE6452239],26/2/2020 16:56:00,FUENTE FUENTE OPUS X,Perfecxion #5,sans filtre,4200,NA,Boîte à couvercle basculant,SKU,AFOP001,20/3/2017 10:28:45,19/4/2000 00:00:00,124,16,850400,8486.24,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigare,FUENTE FUENTE OPUS X PERFECXION X [148135055C3B7E3A],26/2/2020 16:56:00,Fuente Fuente Opus X,Perfecxion X,sans filtre,3200,NA,Boîte à couvercle basculant,SKU,AFOP005,18/11/2016 11:31:26,20/9/2000 00:00:00,160,19,1644200,16424.24,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigare,FUENTE FUENTE OPUS X PETIT LANCERO [A48B4A7D0965B77A],26/2/2020 16:56:00,Fuente Fuente Opus X,Petit Lancero,sans filtre,3200,NA,Boîte à couvercle basculant,SKU,AFOP003,20/3/2017 10:28:45,31/1/2000 00:00:00,160,15,1304000,13022.24,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigare,FUENTE FUENTE OPUS X ROBUSTO [CC4DF9DEFAEF746E],13/3/2019 09:26:00,Fuente Fuente Opus X,Robusto,sans filtre,2900,NA,Boîte à couvercle basculant,SKU,AFOP004,18/11/2016 11:31:03,31/1/2000 00:00:00,133,20,1559400,15576.24,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigare,FURIA ALECTO [7E0244062284DF44],25/6/2020 11:47:00,Furia,Alecto,sans filtre,1000,NA,Boîte à couvercle basculant,-,FUR-ALE-B10,14/1/2018 16:51:45,25/1/2018 00:00:00,114.3,22.22,1536000,15358.46,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigare,FURIA MEGAERA [FE2065E4893AC5A2],25/6/2020 11:47:00,Furia,Megaera,sans filtre,1000,NA,Boîte à couvercle basculant,-,FUR-MEG-B10,14/1/2018 16:51:45,25/1/2018 00:00:00,139.7,21.43,1658000,16578.34,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigare,FURIA TISIPHONE [5D92712E3979B366],25/6/2020 11:47:00,Furia,Tisiphone,sans filtre,1000,NA,Boîte à couvercle basculant,-,FUR-TIS-B10,14/1/2018 16:51:45,25/1/2018 00:00:00,165.1,23.01,2260000,22597.74,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigare,GRIFFIN'S GRIFFINS ANNIVERSARY CLUB [80301A39944B695D],24/8/2020 11:30:00,Griffin's,Griffins Anniversary Club,sans filtre,1000,495,Boîte à couvercle basculant,-,51971,14/11/2016 19:49:58,20/5/2016 00:00:00,140,21,1450000,14487.00,0,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigare,GRIFFIN'S GRIFFINS CLASSIC 300 [74C090CBD8D40943],24/8/2020 11:33:00,Griffin's,Griffins Classic 300,sans filtre,400,115,Boîte avec couvercle coulissant,-,41940,14/11/2016 19:06:17,20/5/2016 00:00:00,159,17,1200000,11989.00,0,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigare,GRIFFIN'S GRIFFINS NICARAGUA ROBUSTO [F61292F58D5B6AD9],20/2/2020 16:10:00,Griffin's,Griffins Nicaragua Robusto,sans filtre,400,84,Boîte avec couvercle coulissant,-,103543,17/11/2016 06:56:29,20/5/2016 00:00:00,127,22,1496000,14947.00,0,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigare,GRIFFIN'S SPECIAL EDITION 2016 [620F0F6C407713C8],24/8/2020 11:30:00,Griffin's,Griffin's Special Edition 2016,sans filtre,2500,2492,Boîte cylindrique en carton/métal,-,102189,14/11/2016 19:06:20,20/5/2016 00:00:00,140,21,1450000,14487.00,0,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigare,GRIFFIN'S SPECIAL EDITION CLUB [7937D8C16398A727],24/8/2020 11:33:00,Griffin's,Griffin's Special Edition Club,sans filtre,1000,495,Boîte à couvercle basculant,-,52027,14/11/2016 19:52:40,20/5/2016 00:00:00,140,21,1450000,14487.00,0,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigare,GUANTANAMERA CRISTALES [07FA9134137DD85B],21/8/2020 11:52:00,Guantanamera,Cristales,sans filtre,1000,852,Boîte avec couvercle coulissant,EAN,850 000 154 0236,27/10/2016 18:21:51,1/1/2016 00:00:00,150,16,852000,8512.00,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigare,GUANTANAMERA DECIMOS [6CB04BE250721486],17/3/2020 17:32:00,Guantanamera,Décimos,sans filtre,500,30,Boîte avec couvercle coulissant,EAN,850 000 154 0274,24/10/2016 16:47:31,1/1/2016 00:00:00,132,14.7,600000,5994.00,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigare,H. UPMANN MAGNUM 50 [1C559D2165ED257C],18/4/2017 17:32:00,H. UPMANN,MAGNUM 50,sans filtre,1000,NA,Boîte à glissière,SKU,10.9113.11.1740,4/1/2017 15:14:39,1/1/2015 00:00:00,160,19.84,1505000,15048.50,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigare,H.UPMANN CONNOISSEUR B ( CDH+HS) [2CB2382F25A1F881],20/4/2017 11:49:00,H.UPMANN,CONNOISSEUR B ( CDH+HS),sans filtre,2500,NA,Boîte à glissière,SKU,10.9133.11.0557,20/4/2017 11:49:11,1/1/2015 00:00:00,150,21.43,1523000,15228.50,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigare,H.UPMANN CONNOISSEUR N°1 [BD6E004A57840631],18/4/2017 17:33:00,H.UPMANN,CONNOISSEUR N°1,sans filtre,2500,NA,Boîte à glissière,SKU,10.8045.11.0551,4/1/2017 15:14:39,1/1/2015 00:00:00,127,19.05,1086000,10858.90,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigare,H.UPMANN CORONAS JUNIOR [ADAB67A37386F7AF],18/4/2017 17:26:00,H.UPMANN,CORONAS JUNIOR,sans filtre,2500,NA,Boîte à couvercle basculant,SKU,10.7005.11.0290,4/1/2017 15:14:39,1/1/2015 00:00:00,115,14.29,543000,5429.50,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigare,H.UPMANN CORONAS JUNIOR [BE4C67CDD43474E9],18/4/2017 17:26:00,H.UPMANN,CORONAS JUNIOR,sans filtre,2500,NA,Boîte à couvercle basculant,SKU,10.7005.11.0191,4/1/2017 15:14:39,1/1/2015 00:00:00,115,14.29,543000,5429.50,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigare,H.UPMANN CORONAS MAJOR [C00DF8A5A3D95984],18/4/2017 17:31:00,H.UPMANN,CORONAS MAJOR,sans filtre,2500,NA,Boîte pliante à couvercle basculant,SKU,10.7032.11.0290,4/1/2017 15:14:39,1/1/2015 00:00:00,132,16.67,866000,8659.10,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigare,H.UPMANN CORONAS MINOR [4C92EED16755CCEE],18/4/2017 17:26:00,H.UPMANN,CORONAS MINOR,sans filtre,2500,NA,Boîte pliante à couvercle basculant,SKU,10.7019.11.0291,4/1/2017 15:14:39,1/1/2015 00:00:00,117,15.88,678000,6779.30,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigare,H.UPMANN EPICURES [048640403B48FB8C],18/4/2017 17:31:00,H.UPMANN,EPICURES,sans filtre,2500,NA,Boîte à couvercle basculant,SKU,10.7034.11.0190,4/1/2017 15:14:39,1/1/2015 00:00:00,110,13.89,481000,4809.50,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigare,H.UPMANN HALF CORONA [8EFD8EAA53C6D564],18/4/2017 17:28:00,H.UPMANN,HALF CORONA,sans filtre,2500,NA,Boîte à couvercle basculant,SKU,10.7148.11.0190,4/1/2017 15:14:39,1/1/2015 00:00:00,90,17.46,711000,7109.30,NA,NA,NA,NA,NA,NA,NA
